TITLE
DATA TYPE
ORIGIN	JASCO
OWNER
DATE	26/03/18
TIME	11:01:05
SPECTROMETER/DATA SYSTEM
LOCALE	1045
RESOLUTION
DELTAX	-0,1
XUNITS	NANOMETERS
YUNITS	Mol. Ellip.
Y2UNITS	HT [V]
FIRSTX	  260,0000
LASTX	  180,0000
NPOINTS	     801
FIRSTY	   -15,34005
MAXY	 28105,44531
MINY	-14279,72363
XYDATA
260,0000	-15,3401	272,997
259,9000	-17,8996	273,036
259,8000	-20,9087	273,088
259,7000	-22,1804	273,125
259,6000	-24,1304	273,178
259,5000	-22,8241	273,225
259,4000	-21,6891	273,269
259,3000	-19,8708	273,315
259,2000	-17,5687	273,378
259,1000	-17,052	273,424
259,0000	-15,9747	273,465
258,9000	-14,3359	273,51
258,8000	-11,8064	273,568
258,7000	-9,80696	273,622
258,6000	-6,04796	273,667
258,5000	-1,2922	273,731
258,4000	2,13847	273,787
258,3000	5,07426	273,846
258,2000	9,65306	273,898
258,1000	13,7143	273,933
258,0000	19,6117	273,983
257,9000	26,661	274,029
257,8000	31,5727	274,082
257,7000	37,3659	274,129
257,6000	44,0727	274,181
257,5000	49,2278	274,226
257,4000	54,2177	274,275
257,3000	59,0685	274,329
257,2000	64,433	274,379
257,1000	71,3562	274,428
257,0000	74,2003	274,479
256,9000	76,8432	274,539
256,8000	77,0271	274,592
256,7000	77,1862	274,65
256,6000	78,0766	274,701
256,5000	78,3067	274,757
256,4000	76,4874	274,804
256,3000	74,3559	274,867
256,2000	73,0008	274,922
256,1000	71,8786	274,973
256,0000	68,6044	275,034
255,9000	66,9435	275,078
255,8000	65,664	275,135
255,7000	63,4947	275,191
255,6000	60,1599	275,245
255,5000	55,2569	275,303
255,4000	50,623	275,353
255,3000	46,6049	275,409
255,2000	44,8161	275,457
255,1000	43,0861	275,507
255,0000	42,9299	275,557
254,9000	42,3918	275,611
254,8000	42,119	275,658
254,7000	39,5684	275,726
254,6000	34,3408	275,772
254,5000	31,5852	275,836
254,4000	29,9233	275,908
254,3000	29,6479	275,978
254,2000	28,7306	276,06
254,1000	29,4072	276,109
254,0000	30,0292	276,161
253,9000	33,8507	276,209
253,8000	37,5752	276,271
253,7000	41,3773	276,328
253,6000	42,9065	276,381
253,5000	45,5346	276,43
253,4000	49,8081	276,49
253,3000	55,1598	276,542
253,2000	59,3876	276,596
253,1000	67,8337	276,647
253,0000	77,7945	276,696
252,9000	88,0518	276,742
252,8000	96,058	276,799
252,7000	102,648	276,851
252,6000	110,235	276,906
252,5000	117,375	276,961
252,4000	123,426	277,012
252,3000	130,802	277,057
252,2000	137,891	277,103
252,1000	146,132	277,145
252,0000	152,588	277,206
251,9000	156,358	277,253
251,8000	158,476	277,298
251,7000	159,199	277,338
251,6000	159,867	277,39
251,5000	160,494	277,424
251,4000	156,581	277,485
251,3000	150,784	277,535
251,2000	144,696	277,577
251,1000	141,296	277,629
251,0000	138,385	277,672
250,9000	133,424	277,717
250,8000	128,04	277,753
250,7000	124,595	277,799
250,6000	114,981	277,832
250,5000	103,293	277,871
250,4000	90,2471	277,91
250,3000	80,2838	277,949
250,2000	73,9914	277,983
250,1000	66,5225	278,028
250,0000	58,0552	278,07
249,9000	50,465	278,092
249,8000	42,1463	278,133
249,7000	34,8598	278,159
249,6000	26,2211	278,193
249,5000	14,1231	278,226
249,4000	3,12427	278,259
249,3000	-7,69206	278,293
249,2000	-18,3011	278,32
249,1000	-31,0966	278,354
249,0000	-42,215	278,372
248,9000	-51,2885	278,405
248,8000	-59,7064	278,448
248,7000	-67,8273	278,479
248,6000	-78,0527	278,509
248,5000	-88,3141	278,534
248,4000	-98,3047	278,573
248,3000	-108,941	278,618
248,2000	-121,12	278,651
248,1000	-129,312	278,692
248,0000	-137,586	278,714
247,9000	-145,238	278,749
247,8000	-155,086	278,783
247,7000	-166,646	278,825
247,6000	-178,027	278,862
247,5000	-189,415	278,894
247,4000	-201,686	278,933
247,3000	-213,875	278,97
247,2000	-225,18	279,006
247,1000	-235,259	279,051
247,0000	-240,914	279,087
246,9000	-246,266	279,129
246,8000	-251,682	279,17
246,7000	-256,554	279,218
246,6000	-262,197	279,255
246,5000	-269,645	279,29
246,4000	-276,68	279,324
246,3000	-283,387	279,366
246,2000	-290,36	279,399
246,1000	-294,517	279,433
246,0000	-301,303	279,454
245,9000	-308,429	279,486
245,8000	-315,643	279,52
245,7000	-321,232	279,558
245,6000	-328,715	279,589
245,5000	-335,773	279,614
245,4000	-343,117	279,645
245,3000	-349,392	279,686
245,2000	-356,808	279,73
245,1000	-366,385	279,767
245,0000	-375,294	279,807
244,9000	-383,155	279,846
244,8000	-390,652	279,881
244,7000	-400,473	279,912
244,6000	-410,58	279,947
244,5000	-422,324	279,982
244,4000	-434,309	280,03
244,3000	-445,069	280,07
244,2000	-454,911	280,1
244,1000	-461,831	280,135
244,0000	-470,709	280,169
243,9000	-478,977	280,207
243,8000	-486,581	280,254
243,7000	-493,8	280,293
243,6000	-504,777	280,333
243,5000	-515,701	280,369
243,4000	-525,204	280,407
243,3000	-536,72	280,438
243,2000	-549,517	280,477
243,1000	-561,933	280,516
243,0000	-575,407	280,556
242,9000	-589,625	280,603
242,8000	-603,028	280,644
242,7000	-617,306	280,686
242,6000	-630,625	280,73
242,5000	-645,698	280,778
242,4000	-664,681	280,822
242,3000	-687,066	280,882
242,2000	-708,233	280,93
242,1000	-730,91	280,99
242,0000	-752,83	281,037
241,9000	-774,907	281,085
241,8000	-798,18	281,137
241,7000	-821,202	281,183
241,6000	-846,396	281,234
241,5000	-868,914	281,289
241,4000	-894,636	281,34
241,3000	-922,633	281,388
241,2000	-951,548	281,461
241,1000	-982,596	281,529
241,0000	-1014,76	281,588
240,9000	-1048,54	281,664
240,8000	-1081,05	281,724
240,7000	-1114,96	281,78
240,6000	-1148,3	281,847
240,5000	-1182,85	281,914
240,4000	-1219,17	281,975
240,3000	-1257,48	282,046
240,2000	-1298,47	282,114
240,1000	-1341,29	282,202
240,0000	-1383,85	282,275
239,9000	-1425,65	282,35
239,8000	-1466,26	282,43
239,7000	-1508,87	282,5
239,6000	-1552,31	282,574
239,5000	-1594,59	282,659
239,4000	-1637,34	282,722
239,3000	-1679,98	282,786
239,2000	-1724,65	282,863
239,1000	-1767,78	282,959
239,0000	-1813,46	283,034
238,9000	-1858,75	283,115
238,8000	-1903,32	283,222
238,7000	-1950,98	283,303
238,6000	-1996,84	283,399
238,5000	-2040,74	283,489
238,4000	-2086,34	283,57
238,3000	-2134,35	283,648
238,2000	-2183,12	283,73
238,1000	-2234,05	283,813
238,0000	-2284,05	283,891
237,9000	-2334,31	283,982
237,8000	-2386,24	284,069
