"wavelength_(nm)","temperature_(°C)","CD_signal_value_fit","legend"
200,63.04,-1.6305480528921,"A"
200,63.55,-1.69443661312895,"A"
200,64.05,-1.74947810821856,"A"
200,64.54,-1.79701817038952,"A"
200,65.04,-1.83982503030969,"A"
200,65.53,-1.87692165646549,"A"
200,66.04,-1.91114431323598,"A"
200,66.53,-1.94043413924956,"A"
200,67.04,-1.96779021785067,"A"
200,67.52,-1.99113881049643,"A"
200,68.09,-2.01649285135376,"A"
200,68.51,-2.03393480973863,"A"
200,69.02,-2.05416669716885,"A"
200,69.5,-2.07270095989788,"A"
200,70.03,-2.09314682557627,"A"
200,70.53,-2.11297504957355,"A"
200,71,-2.13262096842127,"A"
200,71.53,-2.15662563296716,"A"
200,72.03,-2.18180997211647,"A"
200,72.52,-2.20968259518064,"A"
200,73.03,-2.24300139272996,"A"
200,73.55,-2.28266598354911,"A"
200,74.02,-2.3246141772219,"A"
200,74.54,-2.3792489391953,"A"
200,75.04,-2.4415845658517,"A"
200,75.6,-2.5251371111313,"A"
200,76,-2.59526501574133,"A"
200,76.56,-2.71059195209627,"A"
200,77,-2.81730095115841,"A"
200,77.55,-2.97358733652654,"A"
200,78.03,-3.13340452547181,"A"
200,78.51,-3.31750849750804,"A"
200,79.03,-3.54683100576089,"A"
200,79.56,-3.81474241038703,"A"
200,80.06,-4.10041051471578,"A"
200,80.54,-4.40492011378958,"A"
200,80.99,-4.71652270493018,"A"
200,81.55,-5.13686655022113,"A"
200,82.02,-5.51378661304635,"A"
200,82.55,-5.95930736393818,"A"
200,83.04,-6.38392531601538,"A"
200,83.53,-6.81354735505784,"A"
200,84.04,-7.25811576041319,"A"
200,84.53,-7.67537988288683,"A"
200,85.03,-8.08439847240872,"A"
200,85.52,-8.46332498435382,"A"
200,86.03,-8.83024753245194,"A"
200,86.52,-9.1535916981367,"A"
200,87.02,-9.45260896740887,"A"
200,87.54,-9.73025407338756,"A"
200,88.02,-9.95717779921991,"A"
200,88.49,-10.1534519539043,"A"
200,89.12,-10.3794137217386,"A"
200,89.53,-10.5056957555038,"A"
200,90.09,-10.654647593132,"A"
200,90.51,-10.7504451663441,"A"
200,91.11,-10.8667186206431,"A"
200,91.56,-10.9400892807186,"A"
200,92.05,-11.0084055153584,"A"
200,92.55,-11.0673857794534,"A"
200,93.11,-11.1225227416213,"A"
200,93.49,-11.1543192308626,"A"
200,94.03,-11.1928714933474,"A"
200,94.48,-11.2198979274142,"A"
200,95.02,-11.2471864109967,"A"
200,95.52,-11.268236526052,"A"
200,96.03,-11.2862169146898,"A"
200,96.51,-11.3004324793231,"A"
200,97.06,-11.3140252821118,"A"
