"wavelength_(nm)","temperature_(°C)","CD_signal_value_fit","legend"
200,85.53,-9.86462457575054,"A"
200,86.04,-10.1290098666857,"A"
200,86.55,-10.3678835548668,"A"
200,87.03,-10.5699229000321,"A"
200,87.55,-10.7649674884327,"A"
200,88.07,-10.9367695495551,"A"
200,88.56,-11.0790361805274,"A"
200,89.06,-11.2063184692888,"A"
200,89.55,-11.3152224200016,"A"
200,90.04,-11.4100991744852,"A"
200,90.53,-11.492507428145,"A"
200,91.1,-11.5746079741369,"A"
200,91.53,-11.627958878626,"A"
200,92.08,-11.6868622257609,"A"
200,92.54,-11.7290996525602,"A"
200,93.06,-11.7701958200287,"A"
200,93.52,-11.8014426825504,"A"
200,94.04,-11.8317934025298,"A"
200,94.51,-11.8553039273748,"A"
200,95.07,-11.8791646838706,"A"
200,95.52,-11.8955287937215,"A"
200,96.05,-11.9120642891787,"A"
200,96.48,-11.9236007448675,"A"
200,97.05,-11.9366810202853,"A"
