TITLE
DATA TYPE
ORIGIN	JASCO
OWNER
DATE	26/03/17
TIME	14:22:35
SPECTROMETER/DATA SYSTEM
LOCALE	1045
XUNITS	Temperature[C]
YUNITS	CD [mdeg]
Y2UNITS	HT [V]
FIRSTX	   19,9900
LASTX	   96,9600
NPOINTS	     155
XYDATA
19,9900	-15,3124	305,343
20,4500	-14,878	305,175
20,9900	-15,1086	305,06
21,4800	-15,0914	305,165
22,0000	-14,9726	305,119
22,5000	-15,7366	305,114
22,9700	-14,5389	305,04
23,4600	-14,9824	305,145
23,9700	-15,5189	305,267
24,4800	-14,8333	305,273
24,9800	-15,2629	305,267
25,4600	-15,5221	305,294
25,9800	-14,5793	305,368
26,4500	-14,9897	305,373
26,9700	-15,273	305,365
27,4500	-15,4323	305,412
27,9800	-15,5237	305,439
28,4900	-15,3352	305,52
29,0300	-15,2142	305,616
29,4900	-15,1918	305,535
30,0200	-15,7601	305,524
30,4800	-14,9986	305,629
31,0300	-14,936	305,552
31,4700	-15,5942	305,661
31,9800	-14,8985	305,6
32,4700	-14,8417	305,66
33,0100	-15,3597	305,633
33,4700	-15,0869	305,711
34,0100	-15,2387	305,685
34,4300	-15,8672	305,739
35,0300	-15,143	305,756
35,4700	-15,1581	305,798
35,9900	-15,2804	305,711
36,4700	-15,1675	305,838
36,9800	-15,1289	305,779
37,4800	-15,0605	305,731
38,0300	-15,1668	305,803
38,4900	-15,1041	305,776
38,9400	-15,0652	305,738
39,4800	-14,9926	305,762
40,0400	-15,0994	305,825
40,4900	-14,479	305,761
41,0000	-14,9945	305,863
41,4500	-15,1077	305,85
42,0200	-14,6619	305,737
42,4700	-14,7457	305,815
43,0200	-14,5965	305,916
43,4700	-14,6779	305,869
43,9700	-14,4333	305,882
44,4400	-14,9238	305,915
44,9900	-15,217	305,864
45,4600	-14,4227	305,878
45,9600	-15,0105	305,878
46,4300	-15,0642	305,91
46,9900	-14,2984	305,948
47,4600	-14,5903	305,938
47,9500	-14,4995	305,93
48,4800	-14,2265	305,882
49,0000	-14,3439	305,994
49,4400	-14,7242	305,978
49,9500	-14,2642	306,019
50,4700	-14,8054	305,957
50,9500	-13,9859	306,023
51,4900	-13,4273	305,999
51,9600	-14,4781	306,045
52,4800	-14,4528	306,017
53,0000	-14,3765	305,996
53,4700	-14,3963	306,035
53,9800	-14,1231	306,163
54,4700	-13,8609	306,125
54,9700	-13,7398	306,11
55,4700	-14,2597	306,134
56,0300	-14,2477	306,166
56,4700	-14,5262	306,23
57,0000	-13,8547	306,233
57,4900	-14,3016	306,266
57,9800	-14,1254	306,235
58,4900	-14,0548	306,274
58,9600	-14,5729	306,294
59,4700	-13,9659	306,317
60,0100	-13,7962	306,323
60,4200	-13,6252	306,275
60,9700	-13,8501	306,356
61,4700	-14,1952	306,364
62,0200	-13,8838	306,396
62,5000	-13,8584	306,368
62,9900	-14,0201	306,474
63,4500	-14,0784	306,476
64,0200	-13,9612	306,471
64,4500	-14,0171	306,435
65,0500	-13,7773	306,475
65,4700	-13,6822	306,547
66,0400	-13,9372	306,522
66,4400	-14,2061	306,542
66,9600	-13,8502	306,578
67,4700	-14,5586	306,658
68,0100	-13,8778	306,634
68,4400	-13,6607	306,7
68,9700	-14,0785	306,697
69,5000	-13,8286	306,764
69,9700	-14,0336	306,795
70,5100	-14,336	306,882
70,9100	-14,1689	306,944
71,4700	-14,3212	306,961
71,9500	-14,1428	307,022
72,4600	-13,4975	307,068
72,9800	-14,128	307,034
73,4800	-13,8099	307,127
73,9900	-13,4109	307,142
74,4700	-13,6085	307,151
74,9600	-13,9262	307,17
75,4800	-13,3595	307,198
75,9700	-13,8719	307,304
76,4400	-13,818	307,261
76,9800	-13,1464	307,307
77,4800	-13,1929	307,285
77,9700	-13,329	307,329
78,4100	-13,319	307,398
79,0000	-12,8791	307,353
79,4800	-13,2159	307,467
79,9700	-12,3857	307,452
80,4900	-11,835	307,416
80,9500	-12,1356	307,502
81,5000	-11,7657	307,523
82,0200	-11,0705	307,442
82,4900	-11,2488	307,533
82,9900	-10,9609	307,541
83,4500	-10,3883	307,517
83,9700	-10,4849	307,52
84,4500	-10,401	307,583
84,9600	-9,73197	307,643
85,4800	-9,51847	307,584
85,9800	-9,11406	307,568
86,4500	-9,44825	307,607
86,9800	-8,62344	307,626
87,4500	-8,90235	307,638
87,9800	-8,58892	307,656
88,4200	-8,26354	307,652
88,9800	-8,33916	307,706
89,4600	-8,33692	307,69
90,0300	-7,92169	307,731
90,4400	-8,25645	307,754
90,9900	-8,55255	307,721
91,4800	-7,98969	307,772
92,0000	-7,84951	307,798
92,4700	-8,24795	307,856
93,0200	-7,65149	307,904
93,4500	-8,05048	307,891
93,9900	-7,65354	307,933
94,4400	-7,6822	307,952
94,9900	-7,70629	307,948
95,4600	-7,65869	308,007
95,9300	-7,37878	307,972
96,4600	-7,68061	308,107
96,9600	-7,98187	308,03

##### Extended Information
[Comments]
Sample name	AncCQ+T494K SBD
Comment
User
Division
