"wavelength_(nm)","temperature_(°C)","CD_signal_value_fit","legend"
200,83.07,-8.18082013695922,"A"
200,83.53,-8.50086527280098,"A"
200,83.92,-8.75728035581714,"A"
200,84.45,-9.08116393337141,"A"
200,85.06,-9.41648939565732,"A"
200,85.55,-9.65618147368046,"A"
200,86.04,-9.8699031228181,"A"
200,86.51,-10.0515455434442,"A"
200,87.12,-10.2555513496081,"A"
200,87.53,-10.3741931328535,"A"
200,87.99,-10.4913270216107,"A"
200,88.49,-10.6013999933997,"A"
200,89.08,-10.7109955394404,"A"
200,89.53,-10.7817351837771,"A"
200,89.89,-10.8313224297119,"A"
200,90.53,-10.9061564307889,"A"
200,91.05,-10.9562107570443,"A"
200,91.54,-10.9959730361364,"A"
200,92.08,-11.0327541048402,"A"
200,92.53,-11.0586147394281,"A"
200,93.01,-11.0821258674521,"A"
200,93.54,-11.1039405677798,"A"
200,94.05,-11.1214754012241,"A"
200,94.51,-11.1348424148806,"A"
200,95.12,-11.1495797337326,"A"
200,95.5,-11.1573037862491,"A"
200,96.06,-11.1669836018846,"A"
200,96.54,-11.1739100410058,"A"
200,97.03,-11.1798885440247,"A"
