TITLE
DATA TYPE
ORIGIN	JASCO
OWNER
DATE	26/03/18
TIME	14:14:03
SPECTROMETER/DATA SYSTEM
LOCALE	1045
XUNITS	Temperature[C]
YUNITS	CD [mdeg]
Y2UNITS	HT [V]
FIRSTX	   19,9900
LASTX	   97,0400
NPOINTS	     155
XYDATA
19,9900	7,03121	393,333
20,4600	7,08065	393,239
21,0600	8,84918	393,416
21,5200	8,58592	393,443
22,0400	7,09717	393,554
22,5200	7,98301	393,637
23,0800	7,98445	393,704
23,5500	8,53014	393,84
24,0400	8,34974	393,944
24,5200	7,90256	394,071
25,0200	8,3095	394,146
25,5400	8,26643	394,394
26,0500	7,99066	394,392
26,5700	8,84062	394,636
27,0600	7,36559	394,686
27,5500	7,89209	394,9
28,0400	8,87344	395,016
28,5500	9,58781	395,063
29,0300	9,0402	395,339
29,5200	9,83884	395,489
30,0400	9,31607	395,555
30,5200	8,48266	395,851
31,0300	8,73156	396,068
31,5900	8,47381	396,182
32,0600	7,05085	396,347
32,5600	8,90162	396,376
33,0200	8,46679	396,616
33,5500	8,22009	396,848
34,0400	10,0739	396,912
34,5300	7,34239	397,13
35,0500	7,18664	397,329
35,5300	8,83096	397,486
36,0200	8,1434	397,727
36,5300	8,41546	397,937
37,0300	9,37863	398,29
37,5300	7,78306	398,323
38,0100	9,34521	398,416
38,5600	9,08252	398,624
39,0200	8,10206	398,611
39,5400	7,69714	398,797
40,0400	9,18565	398,943
40,5400	9,19399	399,06
41,0300	8,41554	399,265
41,5500	9,75389	399,41
42,0300	7,60864	399,668
42,5700	8,6258	399,759
43,0200	8,14606	400,036
43,5300	8,0703	400,293
44,0100	8,49032	400,389
44,5400	8,55434	400,549
45,0800	8,56688	400,762
45,5400	7,78019	400,893
46,0500	8,19158	401,162
46,5000	7,39524	401,26
47,0400	7,94688	401,507
47,5400	7,74725	401,707
48,0600	8,40289	401,927
48,5200	7,45469	402,018
49,1100	7,17711	402,225
49,5300	8,52649	402,327
50,0800	6,06994	402,539
50,5300	7,37902	402,754
51,0500	4,97948	402,834
51,5300	5,86045	403,073
52,0400	6,21087	403,299
52,5300	6,0097	403,371
53,0600	4,11762	403,687
53,5200	4,00151	403,838
54,0300	4,53328	404,049
54,5800	5,63259	404,282
55,0500	4,1276	404,358
55,5200	4,12285	404,58
56,0300	3,5756	404,875
56,5400	1,57008	405,042
57,0100	2,28946	405,242
57,5800	1,61163	405,439
58,0300	2,97927	405,6
58,5800	1,04606	405,827
59,0400	1,26233	406,014
59,5500	1,19958	406,205
60,0400	0,662651	406,526
60,6000	-1,36275	406,694
61,0200	-0,895086	406,826
61,6100	-1,09844	407,073
62,0200	-1,71018	407,36
62,5200	-2,46072	407,583
63,0300	-2,40714	407,843
63,5400	-2,79924	408,076
64,0100	-1,6448	408,344
64,5200	-3,21881	408,633
65,0300	-2,66195	408,825
65,5600	-3,15087	409,125
66,0300	-4,35193	409,424
66,5400	-3,4346	409,624
67,0200	-2,81086	409,977
67,6200	-2,96219	410,318
68,0300	-1,88049	410,593
68,6000	-3,20476	410,944
69,0300	-3,28641	411,275
69,5400	-3,18105	411,625
70,0100	-3,87765	411,904
70,5300	-2,60667	412,28
71,0500	-3,30491	412,622
71,5700	-4,27717	413,001
72,0500	-2,97813	413,363
72,5300	-3,69632	413,762
73,0300	-3,49276	414,283
73,5300	-2,79639	415,1
74,0300	-3,08193	415,821
74,5600	-3,08321	416,178
75,0200	-3,96354	416,479
75,5500	-4,73594	416,91
76,0500	-5,02231	417,367
76,5600	-3,89997	417,743
77,0400	-6,25948	418,184
77,5200	-5,07345	418,709
78,0300	-4,97418	419,236
78,5400	-6,21504	419,79
79,0200	-5,26765	420,308
79,5500	-6,09118	420,842
80,0100	-6,6691	421,424
80,5400	-6,7413	421,96
81,0300	-8,02614	422,62
81,5000	-10,2139	423,23
82,0100	-8,51844	423,747
82,5300	-8,99174	424,441
83,1300	-10,0119	425,117
83,5400	-11,6118	425,847
84,1200	-11,5414	426,437
84,5300	-10,8445	427,077
85,0300	-10,9451	427,756
85,5400	-13,1031	428,53
86,0600	-11,1013	429,197
86,5200	-11,1594	429,91
87,0300	-13,2567	430,332
87,5400	-11,952	430,777
88,0300	-14,1748	431,483
88,4800	-14,6129	430,898
89,1100	-13,2311	430,714
89,5500	-13,0881	431,215
90,0200	-14,7676	431,972
90,5100	-14,1591	432,469
91,0400	-13,8908	432,885
91,5300	-13,1393	433,258
92,0600	-12,6563	433,758
92,4900	-12,9911	434,37
93,0500	-13,1328	434,831
93,5300	-14,8739	435,397
94,0800	-14,3404	436,126
94,5100	-15,0787	436,109
95,0500	-13,658	436,849
95,5300	-15,89	437,512
96,0300	-15,7383	438,249
