"wavelength_(nm)","temperature_(°C)","CD_signal_value_fit","legend"
200,57.01,2.26270593422498,"A"
200,57.58,1.76338552895969,"A"
200,58.03,1.37681009604869,"A"
200,58.58,0.918331921214962,"A"
200,59.04,0.550038511349648,"A"
200,59.55,0.160913491836868,"A"
200,60.04,-0.191700268581757,"A"
200,60.6,-0.567206272036154,"A"
200,61.02,-0.828842130549561,"A"
200,61.61,-1.1670631197349,"A"
200,62.02,-1.38211475119419,"A"
200,62.52,-1.62280632332943,"A"
200,63.03,-1.84489754541795,"A"
200,63.54,-2.04469091363312,"A"
200,64.01,-2.21040693763994,"A"
200,64.52,-2.3718124132389,"A"
200,65.03,-2.51573055687725,"A"
200,65.56,-2.64862240181999,"A"
200,66.03,-2.75377728063517,"A"
200,66.54,-2.85595665758644,"A"
200,67.02,-2.94218121745272,"A"
200,67.62,-3.03838668248191,"A"
200,68.03,-3.09787250631767,"A"
200,68.6,-3.17371255780846,"A"
200,69.03,-3.22670121682913,"A"
200,69.54,-3.28608589627042,"A"
200,70.01,-3.33860888821449,"A"
200,70.53,-3.39561874833873,"A"
200,71.05,-3.45297311825135,"A"
200,71.57,-3.51231785132441,"A"
200,72.05,-3.57040095460619,"A"
200,72.53,-3.63322465200538,"A"
200,73.03,-3.70552097687703,"A"
200,73.53,-3.78688830673584,"A"
200,74.03,-3.87965902386642,"A"
200,74.56,-3.99332141267048,"A"
200,75.02,-4.10731434591735,"A"
200,75.55,-4.25957983663575,"A"
200,76.05,-4.42707059365795,"A"
200,76.56,-4.62526274387793,"A"
200,77.04,-4.84010151312596,"A"
200,77.52,-5.08510315071119,"A"
200,78.03,-5.3809539185903,"A"
200,78.54,-5.71521531776498,"A"
200,79.02,-6.06549995931547,"A"
200,79.55,-6.49158957782768,"A"
200,80.01,-6.89265082893905,"A"
200,80.54,-7.38620782631558,"A"
200,81.03,-7.86652819750331,"A"
200,81.5,-8.34216559809834,"A"
200,82.01,-8.86633898232024,"A"
200,82.53,-9.39959457707987,"A"
200,83.13,-10.0002136159809,"A"
200,83.54,-10.3946401422281,"A"
200,84.12,-10.9220856309177,"A"
200,84.53,-11.2694039013915,"A"
200,85.03,-11.6611388289032,"A"
200,85.54,-12.0228893851954,"A"
200,86.06,-12.3520079961801,"A"
200,86.52,-12.6105018229705,"A"
200,87.03,-12.8630525505735,"A"
200,87.54,-13.0823339444452,"A"
200,88.03,-13.2644698066468,"A"
200,88.48,-13.4095398742718,"A"
200,89.11,-13.5811815213933,"A"
200,89.55,-13.682019724853,"A"
200,90.02,-13.7747759539389,"A"
200,90.51,-13.857154179634,"A"
200,91.04,-13.9321290210276,"A"
200,91.53,-13.990316805569,"A"
200,92.06,-14.0430863617542,"A"
200,92.49,-14.0792914311245,"A"
200,93.05,-14.1189653311833,"A"
200,93.53,-14.1472787360348,"A"
200,94.08,-14.1743444310429,"A"
200,94.51,-14.1921308844959,"A"
200,95.05,-14.2109571628326,"A"
200,95.53,-14.2249241135287,"A"
200,96.03,-14.2371582955925,"A"
200,96.53,-14.2474094040259,"A"
200,97.04,-14.2561568964187,"A"
