TITLE
DATA TYPE
ORIGIN	JASCO
OWNER
DATE	26/02/10
TIME	10:42:39
SPECTROMETER/DATA SYSTEM
LOCALE	1045
RESOLUTION
DELTAX	-0,1
XUNITS	NANOMETERS
YUNITS	Mol. Ellip.
Y2UNITS	HT [V]
FIRSTX	  260,0000
LASTX	  180,0000
NPOINTS	     801
FIRSTY	    70,20676
MAXY	 22974,76367
MINY	-11725,51855
XYDATA
260,0000	70,2068	272,808
259,9000	67,8458	272,845
259,8000	64,7746	272,897
259,7000	60,627	272,938
259,6000	58,2766	272,999
259,5000	55,1399	273,049
259,4000	51,9367	273,102
259,3000	47,0255	273,158
259,2000	42,1559	273,216
259,1000	37,0078	273,278
259,0000	32,9683	273,331
258,9000	28,8651	273,392
258,8000	25,0382	273,442
258,7000	21,8913	273,503
258,6000	19,2422	273,565
258,5000	14,8402	273,629
258,4000	8,62496	273,688
258,3000	4,07752	273,749
258,2000	-1,66099	273,799
258,1000	-5,38939	273,843
258,0000	-8,88113	273,897
257,9000	-12,0298	273,937
257,8000	-14,1469	273,988
257,7000	-14,9576	274,033
257,6000	-18,6714	274,081
257,5000	-20,3952	274,128
257,4000	-22,1296	274,174
257,3000	-22,9121	274,227
257,2000	-22,2054	274,279
257,1000	-22,8458	274,325
257,0000	-23,4867	274,37
256,9000	-22,1977	274,417
256,8000	-18,7558	274,464
256,7000	-14,476	274,511
256,6000	-9,12248	274,558
256,5000	-6,10096	274,617
256,4000	-2,20975	274,671
256,3000	0,260943	274,721
256,2000	0,92145	274,78
256,1000	2,50336	274,838
256,0000	6,02923	274,917
255,9000	11,0992	274,97
255,8000	15,6375	275,018
255,7000	20,1072	275,079
255,6000	24,0359	275,127
255,5000	26,2418	275,172
255,4000	27,3164	275,225
255,3000	28,9596	275,281
255,2000	30,8059	275,332
255,1000	31,529	275,386
255,0000	30,8438	275,436
254,9000	32,3099	275,484
254,8000	33,2457	275,526
254,7000	34,7074	275,582
254,6000	36,8522	275,633
254,5000	39,0605	275,681
254,4000	37,5558	275,745
254,3000	34,8189	275,805
254,2000	30,8647	275,89
254,1000	24,6286	275,951
254,0000	19,5917	276,011
253,9000	13,5323	276,063
253,8000	9,8789	276,112
253,7000	7,60118	276,17
253,6000	3,07766	276,219
253,5000	-2,3843	276,268
253,4000	-7,9511	276,324
253,3000	-14,4147	276,378
253,2000	-22,5226	276,434
253,1000	-29,9993	276,498
253,0000	-34,5724	276,534
252,9000	-38,0325	276,579
252,8000	-41,3875	276,624
252,7000	-42,1353	276,674
252,6000	-43,0474	276,719
252,5000	-42,2517	276,768
252,4000	-43,7818	276,802
252,3000	-44,649	276,832
252,2000	-46,5277	276,885
252,1000	-48,5748	276,932
252,0000	-49,0923	276,982
251,9000	-47,3419	277,024
251,8000	-44,7391	277,077
251,7000	-41,764	277,115
251,6000	-36,5809	277,152
251,5000	-29,8777	277,197
251,4000	-24,8163	277,245
251,3000	-21,2824	277,292
251,2000	-19,0212	277,338
251,1000	-13,8692	277,38
251,0000	-9,1266	277,421
250,9000	-4,2442	277,463
250,8000	1,55808	277,507
250,7000	7,75322	277,548
250,6000	12,7212	277,58
250,5000	15,7434	277,62
250,4000	17,8378	277,661
250,3000	19,8307	277,711
250,2000	18,9338	277,756
250,1000	19,1463	277,791
250,0000	17,0799	277,828
249,9000	15,1291	277,867
249,8000	10,4592	277,903
249,7000	3,9507	277,94
249,6000	-2,29466	277,983
249,5000	-8,10783	278,025
249,4000	-15,5414	278,06
249,3000	-22,0936	278,097
249,2000	-29,4417	278,123
249,1000	-38,5933	278,15
249,0000	-48,498	278,187
248,9000	-56,9219	278,222
248,8000	-64,0027	278,274
248,7000	-71,2767	278,31
248,6000	-80,943	278,333
248,5000	-89,4516	278,368
248,4000	-96,1628	278,418
248,3000	-103,836	278,451
248,2000	-109,251	278,486
248,1000	-115,7	278,525
248,0000	-118,765	278,548
