"wavelength_(nm)","temperature_(°C)","CD_signal_value_fit","legend"
222,52.45,-12.5638908907303,"A"
222,52.96,-12.5457011841025,"A"
222,53.5,-12.5264295043722,"A"
222,53.95,-12.5103585916185,"A"
222,54.47,-12.4917727266894,"A"
222,54.96,-12.4742417109915,"A"
222,55.5,-12.4548984920761,"A"
222,56.01,-12.4366031775432,"A"
222,56.47,-12.4200751485446,"A"
222,56.99,-12.401355694484,"A"
222,57.49,-12.3833141855346,"A"
222,57.97,-12.3659485293508,"A"
222,58.46,-12.3481666067121,"A"
222,58.97,-12.3295900276343,"A"
222,59.48,-12.3109304828015,"A"
222,60.01,-12.2914349595928,"A"
222,60.46,-12.2747840230392,"A"
222,60.98,-12.2554107609321,"A"
222,61.46,-12.2373804864807,"A"
222,62.03,-12.2157518607596,"A"
222,62.47,-12.1988663241386,"A"
222,62.99,-12.1786595343099,"A"
222,63.44,-12.1609175357859,"A"
222,63.99,-12.1388545501047,"A"
222,64.45,-12.1200287991896,"A"
222,64.98,-12.0978426571725,"A"
222,65.47,-12.0767794824947,"A"
222,65.99,-12.0537462458167,"A"
222,66.47,-12.0317589665941,"A"
222,66.96,-12.008475692856,"A"
222,67.46,-11.9837028321273,"A"
222,67.99,-11.9561379309779,"A"
222,68.48,-11.9292603692698,"A"
222,68.99,-11.8996301746408,"A"
222,69.54,-11.8654705153154,"A"
222,70.02,-11.8334857982088,"A"
222,70.47,-11.8013809016248,"A"
222,70.95,-11.7645528608527,"A"
222,71.47,-11.7212127045137,"A"
222,71.97,-11.6756686307963,"A"
222,72.52,-11.6205316049796,"A"
222,72.98,-11.5698009975843,"A"
222,73.49,-11.5079790343963,"A"
222,73.97,-11.4437780155641,"A"
222,74.54,-11.3590074007332,"A"
222,74.98,-11.2865218200107,"A"
222,75.46,-11.199711140505,"A"
222,76.01,-11.0893866731693,"A"
222,76.51,-10.9781611074623,"A"
222,76.97,-10.8659680910832,"A"
222,77.52,-10.7186886954184,"A"
222,77.98,-10.5840703832672,"A"
222,78.54,-10.405781520123,"A"
222,79.01,-10.2439211717074,"A"
222,79.47,-10.0749490190478,"A"
222,79.97,-9.88003259566689,"A"
222,80.52,-9.65328479593322,"A"
222,80.91,-9.4856529532853,"A"
222,81.48,-9.23238875428176,"A"
222,81.99,-8.99973717498934,"A"
222,82.46,-8.78251076410395,"A"
222,82.98,-8.54160373684409,"A"
222,83.47,-8.31653609673906,"A"
222,83.97,-8.09128530744197,"A"
222,84.47,-7.87276876459321,"A"
222,84.93,-7.67942546292551,"A"
222,85.5,-7.45208913050392,"A"
222,85.94,-7.28700517255979,"A"
222,86.49,-7.09442570565618,"A"
222,86.93,-6.95181907089715,"A"
222,87.47,-6.79091637796314,"A"
222,87.96,-6.6582488971538,"A"
222,88.49,-6.5286156055264,"A"
222,88.97,-6.42309033621751,"A"
222,89.47,-6.32447261300791,"A"
222,89.99,-6.23329534315059,"A"
222,90.46,-6.1600867629345,"A"
222,90.94,-6.09356468123178,"A"
222,91.43,-6.03346956185282,"A"
222,91.96,-5.97646299617021,"A"
222,92.49,-5.9268584265324,"A"
222,92.95,-5.88913456188483,"A"
222,93.47,-5.85176812838744,"A"
222,94.02,-5.81761241609015,"A"
222,94.51,-5.79124935749326,"A"
222,94.98,-5.76911758495821,"A"
222,95.52,-5.74702834287022,"A"
222,95.97,-5.73101172581863,"A"
222,96.48,-5.715151479834,"A"
222,96.96,-5.70217290009856,"A"
