experiment_id,measurement_id,replicate,receptor_concentration_nM,measured_anisotropy_value,outlier
68,3904,1,50.0,117.0,False
68,3905,2,50.0,116.0,False
68,3906,3,50.0,117.0,False
68,3907,1,100.0,130.0,False
68,3908,2,100.0,132.0,False
68,3909,3,100.0,132.0,False
68,3910,1,200.0,135.0,False
68,3911,2,200.0,131.0,False
68,3912,3,200.0,134.0,False
68,3913,1,400.0,139.0,False
68,3914,2,400.0,133.0,False
68,3915,3,400.0,136.0,False
68,3916,1,800.0,138.0,False
68,3917,2,800.0,135.0,False
68,3918,3,800.0,139.0,False
68,3919,1,1600.0,137.0,False
68,3920,2,1600.0,136.0,False
68,3921,3,1600.0,138.0,False
68,3922,1,3200.0,138.0,False
68,3923,2,3200.0,142.0,False
68,3924,3,3200.0,141.0,False
68,3925,1,6400.0,139.0,False
68,3926,2,6400.0,139.0,False
68,3927,3,6400.0,142.0,False
68,3928,1,12800.0,138.0,False
68,3929,2,12800.0,138.0,False
68,3930,3,12800.0,142.0,False
68,3931,1,25600.0,143.0,False
68,3932,2,25600.0,140.0,False
68,3933,3,25600.0,142.0,False
69,4675,1,0.0,44.0,False
69,4676,2,0.0,42.0,False
69,4677,3,0.0,43.0,False
69,4678,1,0.1,42.0,False
69,4679,2,0.1,44.0,False
69,4680,3,0.1,45.0,False
69,4681,1,0.25,47.0,False
69,4682,2,0.25,45.0,False
69,4683,3,0.25,47.0,False
69,4684,1,0.5,43.0,False
69,4685,2,0.5,43.0,False
69,4686,3,0.5,43.0,False
69,4687,1,1.0,45.0,False
69,4688,2,1.0,46.0,False
69,4689,3,1.0,47.0,False
69,4690,1,3.0,52.0,False
69,4691,2,3.0,53.0,False
69,4692,3,3.0,53.0,False
69,4693,1,6.0,62.0,False
69,4694,2,6.0,63.0,False
69,4695,3,6.0,67.0,False
69,4696,1,12.0,89.0,False
69,4697,2,12.0,88.0,False
69,4698,3,12.0,88.0,False
69,4699,1,25.0,107.0,False
69,4700,2,25.0,104.0,False
69,4701,3,25.0,104.0,False
69,4702,1,50.0,118.0,False
69,4703,2,50.0,122.0,False
69,4704,3,50.0,122.0,False
69,4705,1,100.0,132.0,False
69,4706,2,100.0,127.0,False
69,4707,3,100.0,130.0,False
69,4708,1,200.0,134.0,False
69,4709,2,200.0,131.0,False
69,4710,3,200.0,135.0,False
69,4711,1,400.0,135.0,False
69,4712,2,400.0,139.0,False
69,4713,3,400.0,136.0,False
69,4714,1,800.0,135.0,False
69,4715,2,800.0,140.0,False
69,4716,3,800.0,135.0,False
69,4717,1,1600.0,136.0,False
69,4718,2,1600.0,136.0,False
69,4719,3,1600.0,142.0,False
69,4720,1,3200.0,142.0,False
69,4721,2,3200.0,138.0,False
69,4722,3,3200.0,143.0,False
69,4723,1,6400.0,143.0,False
69,4724,2,6400.0,141.0,False
69,4725,3,6400.0,140.0,False
69,4726,1,12800.0,140.0,False
69,4727,2,12800.0,143.0,False
69,4728,3,12800.0,144.0,False
69,4729,1,25600.0,141.0,False
69,4730,2,25600.0,146.0,False
69,4731,3,25600.0,142.0,False
70,3991,1,0.0,47.0,False
70,3992,2,0.0,46.0,False
70,3993,3,0.0,45.0,False
70,3994,1,1.0,46.0,False
70,3995,2,1.0,47.0,False
70,3996,3,1.0,45.0,False
70,3997,1,3.0,46.0,False
70,3998,2,3.0,46.0,False
70,3999,3,3.0,47.0,False
70,4000,1,6.0,48.0,False
70,4001,2,6.0,49.0,False
70,4002,3,6.0,49.0,False
70,4003,1,12.0,48.0,False
70,4004,2,12.0,48.0,False
70,4005,3,12.0,46.0,False
70,4006,1,25.0,49.0,False
70,4007,2,25.0,47.0,False
70,4008,3,25.0,49.0,False
70,4009,1,50.0,50.0,False
70,4010,2,50.0,50.0,False
70,4011,3,50.0,48.0,False
70,4012,1,100.0,55.0,False
70,4013,2,100.0,52.0,False
70,4014,3,100.0,52.0,False
70,4015,1,200.0,58.0,False
70,4016,2,200.0,56.0,False
70,4017,3,200.0,58.0,False
70,4018,1,400.0,59.0,False
70,4019,2,400.0,61.0,False
70,4020,3,400.0,61.0,False
70,4021,1,800.0,66.0,False
70,4022,2,800.0,65.0,False
70,4023,3,800.0,66.0,False
70,4024,1,1600.0,72.0,False
70,4025,2,1600.0,69.0,False
70,4026,3,1600.0,72.0,False
70,4027,1,3200.0,78.0,False
70,4028,2,3200.0,76.0,False
70,4029,3,3200.0,77.0,False
70,4030,1,6400.0,81.0,False
70,4031,2,6400.0,78.0,False
70,4032,3,6400.0,78.0,False
70,4033,1,12800.0,79.0,False
70,4034,2,12800.0,81.0,False
70,4035,3,12800.0,79.0,False
70,4036,1,25600.0,80.0,False
70,4037,2,25600.0,82.0,False
70,4038,3,25600.0,81.0,False
78,4303,1,0.0,38.0,False
78,4304,2,0.0,41.0,False
78,4305,3,0.0,38.0,False
78,4306,1,1.0,41.0,False
78,4307,2,1.0,39.0,False
78,4308,3,1.0,42.0,False
78,4309,1,3.0,40.0,False
78,4310,2,3.0,42.0,False
78,4311,3,3.0,39.0,False
78,4312,1,6.0,41.0,False
78,4313,2,6.0,41.0,False
78,4314,3,6.0,43.0,False
78,4315,1,12.0,48.0,False
78,4316,2,12.0,46.0,False
78,4317,3,12.0,45.0,False
78,4318,1,25.0,53.0,False
78,4319,2,25.0,52.0,False
78,4320,3,25.0,54.0,False
78,4321,1,50.0,63.0,False
78,4322,2,50.0,63.0,False
78,4323,3,50.0,64.0,False
78,4324,1,100.0,88.0,False
78,4325,2,100.0,84.0,False
78,4326,3,100.0,81.0,False
78,4327,1,200.0,105.0,False
78,4328,2,200.0,104.0,False
78,4329,3,200.0,106.0,False
78,4330,1,400.0,124.0,False
78,4331,2,400.0,122.0,False
78,4332,3,400.0,121.0,False
78,4333,1,800.0,137.0,False
78,4334,2,800.0,129.0,False
78,4335,3,800.0,136.0,False
78,4336,1,1600.0,148.0,False
78,4337,2,1600.0,144.0,False
78,4338,3,1600.0,146.0,False
78,4339,1,3200.0,150.0,False
78,4340,2,3200.0,148.0,False
78,4341,3,3200.0,149.0,False
78,4342,1,6400.0,153.0,False
78,4343,2,6400.0,153.0,False
78,4344,3,6400.0,154.0,False
78,4345,1,12800.0,152.0,False
78,4346,2,12800.0,156.0,False
78,4347,3,12800.0,153.0,False
78,4348,1,25600.0,156.0,False
78,4349,2,25600.0,154.0,False
78,4350,3,25600.0,153.0,False
83,4837,1,0.0,44.0,False
83,4838,2,0.0,45.0,False
83,4839,3,0.0,45.0,False
83,4840,1,1.0,45.0,False
83,4841,2,1.0,44.0,False
83,4842,3,1.0,44.0,False
83,4843,1,3.0,45.0,False
83,4844,2,3.0,46.0,False
83,4845,3,3.0,45.0,False
83,4846,1,6.0,46.0,False
83,4847,2,6.0,45.0,False
83,4848,3,6.0,46.0,False
83,4849,1,12.0,46.0,False
83,4850,2,12.0,46.0,False
83,4851,3,12.0,45.0,False
83,4852,1,25.0,47.0,False
83,4853,2,25.0,46.0,False
83,4854,3,25.0,47.0,False
83,4855,1,50.0,46.0,False
83,4856,2,50.0,47.0,False
83,4857,3,50.0,48.0,False
83,4858,1,100.0,48.0,False
83,4859,2,100.0,49.0,False
83,4860,3,100.0,48.0,False
83,4861,1,200.0,51.0,False
83,4862,2,200.0,52.0,False
83,4863,3,200.0,52.0,False
83,4864,1,400.0,56.0,False
83,4865,2,400.0,56.0,False
83,4866,3,400.0,57.0,False
83,4867,1,800.0,60.0,False
83,4868,2,800.0,62.0,False
83,4869,3,800.0,61.0,False
83,4870,1,1600.0,68.0,False
83,4871,2,1600.0,67.0,False
83,4872,3,1600.0,68.0,False
83,4873,1,3200.0,72.0,False
83,4874,2,3200.0,70.0,False
83,4875,3,3200.0,71.0,False
83,4876,1,6400.0,76.0,False
83,4877,2,6400.0,79.0,False
83,4878,3,6400.0,77.0,False
83,4879,1,12800.0,79.0,False
83,4880,2,12800.0,79.0,False
83,4881,3,12800.0,80.0,False
83,4882,1,25600.0,80.0,False
83,4883,2,25600.0,82.0,False
83,4884,3,25600.0,83.0,False
84,4888,1,0.0,47.0,False
84,4889,2,0.0,45.0,False
84,4890,3,0.0,45.0,False
84,4891,1,1.0,43.0,False
84,4892,2,1.0,46.0,False
84,4893,3,1.0,46.0,False
84,4894,1,3.0,45.0,False
84,4895,2,3.0,46.0,False
84,4896,3,3.0,44.0,False
84,4897,1,6.0,45.0,False
84,4898,2,6.0,45.0,False
84,4899,3,6.0,45.0,False
84,4900,1,12.0,45.0,False
84,4901,2,12.0,46.0,False
84,4902,3,12.0,47.0,False
84,4903,1,25.0,48.0,False
84,4904,2,25.0,49.0,False
84,4905,3,25.0,47.0,False
84,4906,1,50.0,47.0,False
84,4907,2,50.0,48.0,False
84,4908,3,50.0,47.0,False
84,4909,1,100.0,48.0,False
84,4910,2,100.0,51.0,False
84,4911,3,100.0,51.0,False
84,4912,1,200.0,54.0,False
84,4913,2,200.0,54.0,False
84,4914,3,200.0,54.0,False
84,4915,1,400.0,58.0,False
84,4916,2,400.0,61.0,False
84,4917,3,400.0,58.0,False
84,4918,1,800.0,64.0,False
84,4919,2,800.0,63.0,False
84,4920,3,800.0,61.0,False
84,4921,1,1600.0,71.0,False
84,4922,2,1600.0,70.0,False
84,4923,3,1600.0,68.0,False
84,4924,1,3200.0,76.0,False
84,4925,2,3200.0,76.0,False
84,4926,3,3200.0,75.0,False
84,4927,1,6400.0,78.0,False
84,4928,2,6400.0,80.0,False
84,4929,3,6400.0,80.0,False
84,4930,1,12800.0,82.0,False
84,4931,2,12800.0,83.0,False
84,4932,3,12800.0,81.0,False
84,4933,1,25600.0,84.0,False
84,4934,2,25600.0,82.0,False
84,4935,3,25600.0,82.0,False
85,5041,1,0.0,43.0,False
85,5042,2,0.0,42.0,False
85,5043,3,0.0,41.0,False
85,5044,1,1.0,49.0,False
85,5045,2,1.0,47.0,False
85,5046,3,1.0,49.0,False
85,5047,1,3.0,57.0,False
85,5048,2,3.0,52.0,False
85,5049,3,3.0,55.0,False
85,5050,1,6.0,64.0,False
85,5051,2,6.0,75.0,False
85,5052,3,6.0,94.0,True
85,5053,1,12.0,84.0,False
85,5054,2,12.0,87.0,False
85,5055,3,12.0,110.0,True
85,5056,1,25.0,108.0,False
85,5057,2,25.0,104.0,False
85,5058,3,25.0,101.0,False
85,5059,1,50.0,123.0,False
85,5060,2,50.0,126.0,False
85,5061,3,50.0,123.0,False
85,5062,1,100.0,128.0,False
85,5063,2,100.0,127.0,False
85,5064,3,100.0,127.0,False
85,5065,1,200.0,131.0,False
85,5066,2,200.0,131.0,False
85,5067,3,200.0,135.0,False
85,5068,1,400.0,136.0,False
85,5069,2,400.0,135.0,False
85,5070,3,400.0,135.0,False
85,5071,1,800.0,137.0,False
85,5072,2,800.0,139.0,False
85,5073,3,800.0,142.0,False
85,5074,1,1600.0,136.0,False
85,5075,2,1600.0,138.0,False
85,5076,3,1600.0,138.0,False
85,5077,1,3200.0,139.0,False
85,5078,2,3200.0,141.0,False
85,5079,3,3200.0,139.0,False
85,5080,1,6400.0,141.0,False
85,5081,2,6400.0,139.0,False
85,5082,3,6400.0,138.0,False
85,5083,1,12800.0,136.0,False
85,5084,2,12800.0,139.0,False
85,5085,3,12800.0,140.0,False
85,5086,1,25600.0,137.0,False
85,5087,2,25600.0,138.0,False
85,5088,3,25600.0,139.0,False
86,5092,1,0.0,43.0,False
86,5093,2,0.0,42.0,False
86,5094,3,0.0,41.0,False
86,5095,1,1.0,46.0,False
86,5096,2,1.0,44.0,False
86,5097,3,1.0,43.0,False
86,5098,1,3.0,50.0,False
86,5099,2,3.0,52.0,False
86,5100,3,3.0,55.0,False
86,5101,1,6.0,54.0,False
86,5102,2,6.0,60.0,False
86,5103,3,6.0,58.0,False
86,5104,1,12.0,65.0,False
86,5105,2,12.0,65.0,False
86,5106,3,12.0,67.0,False
86,5107,1,25.0,88.0,False
86,5108,2,25.0,83.0,False
86,5109,3,25.0,83.0,False
86,5110,1,50.0,102.0,False
86,5111,2,50.0,99.0,False
86,5112,3,50.0,99.0,False
86,5113,1,100.0,116.0,False
86,5114,2,100.0,115.0,False
86,5115,3,100.0,116.0,False
86,5116,1,200.0,122.0,False
86,5117,2,200.0,125.0,False
86,5118,3,200.0,125.0,False
86,5119,1,400.0,134.0,False
86,5120,2,400.0,136.0,False
86,5121,3,400.0,130.0,False
86,5122,1,800.0,134.0,False
86,5123,2,800.0,131.0,False
86,5124,3,800.0,136.0,False
86,5125,1,1600.0,136.0,False
86,5126,2,1600.0,136.0,False
86,5127,3,1600.0,132.0,False
86,5128,1,3200.0,133.0,False
86,5129,2,3200.0,134.0,False
86,5130,3,3200.0,136.0,False
86,5131,1,6400.0,137.0,False
86,5132,2,6400.0,136.0,False
86,5133,3,6400.0,136.0,False
86,5134,1,12800.0,135.0,False
86,5135,2,12800.0,134.0,False
86,5136,3,12800.0,134.0,False
86,5137,1,25600.0,137.0,False
86,5138,2,25600.0,137.0,False
86,5139,3,25600.0,135.0,False
92,5401,1,0.0,45.0,False
92,5402,2,0.0,46.0,False
92,5403,3,0.0,45.0,False
92,5404,1,0.1,46.0,False
92,5405,2,0.1,45.0,False
92,5406,3,0.1,46.0,False
92,5407,1,0.25,45.0,False
92,5408,2,0.25,46.0,False
92,5409,3,0.25,42.0,False
92,5410,1,0.5,45.0,False
92,5411,2,0.5,46.0,False
92,5412,3,0.5,47.0,False
92,5413,1,1.0,47.0,False
92,5414,2,1.0,42.0,False
92,5415,3,1.0,39.0,False
92,5416,1,3.0,47.0,False
92,5417,2,3.0,47.0,False
92,5418,3,3.0,46.0,False
92,5419,1,6.0,47.0,False
92,5420,2,6.0,44.0,False
92,5421,3,6.0,49.0,False
92,5422,1,12.0,48.0,False
92,5423,2,12.0,51.0,False
92,5424,3,12.0,47.0,False
92,5425,1,25.0,53.0,False
92,5426,2,25.0,55.0,False
92,5427,3,25.0,56.0,False
92,5428,1,50.0,79.0,False
92,5429,2,50.0,64.0,False
92,5430,3,50.0,62.0,False
92,5431,1,100.0,73.0,False
92,5432,2,100.0,74.0,False
92,5433,3,100.0,77.0,False
92,5434,1,200.0,95.0,False
92,5435,2,200.0,93.0,False
92,5436,3,200.0,93.0,False
92,5437,1,400.0,108.0,False
92,5438,2,400.0,108.0,False
92,5439,3,400.0,108.0,False
92,5440,1,800.0,118.0,False
92,5441,2,800.0,115.0,False
92,5442,3,800.0,117.0,False
92,5443,1,1600.0,123.0,False
92,5444,2,1600.0,121.0,False
92,5445,3,1600.0,120.0,False
92,5446,1,3200.0,125.0,False
92,5447,2,3200.0,124.0,False
92,5448,3,3200.0,125.0,False
92,5449,1,6400.0,125.0,False
92,5450,2,6400.0,124.0,False
92,5451,3,6400.0,123.0,False
92,5452,1,12800.0,126.0,False
92,5453,2,12800.0,128.0,False
92,5454,3,12800.0,130.0,False
95,5611,1,0.0,46.0,False
95,5612,2,0.0,47.0,False
95,5613,3,0.0,46.0,False
95,5614,1,1.0,45.0,False
95,5615,2,1.0,44.0,False
95,5616,3,1.0,45.0,False
95,5617,1,3.0,47.0,False
95,5618,2,3.0,45.0,False
95,5619,3,3.0,45.0,False
95,5620,1,6.0,46.0,False
95,5621,2,6.0,46.0,False
95,5622,3,6.0,50.0,False
95,5623,1,12.0,47.0,False
95,5624,2,12.0,46.0,False
95,5625,3,12.0,51.0,False
95,5626,1,25.0,50.0,False
95,5627,2,25.0,51.0,False
95,5628,3,25.0,49.0,False
95,5629,1,50.0,52.0,False
95,5630,2,50.0,52.0,False
95,5631,3,50.0,53.0,False
95,5632,1,100.0,59.0,False
95,5633,2,100.0,57.0,False
95,5634,3,100.0,55.0,False
95,5635,1,200.0,63.0,False
95,5636,2,200.0,64.0,False
95,5637,3,200.0,66.0,False
95,5638,1,400.0,70.0,False
95,5639,2,400.0,69.0,False
95,5640,3,400.0,70.0,False
95,5641,1,800.0,75.0,False
95,5642,2,800.0,75.0,False
95,5643,3,800.0,76.0,False
95,5644,1,1600.0,78.0,False
95,5645,2,1600.0,79.0,False
95,5646,3,1600.0,77.0,False
95,5647,1,3200.0,86.0,False
95,5648,2,3200.0,85.0,False
95,5649,3,3200.0,82.0,False
95,5650,1,6400.0,87.0,False
95,5651,2,6400.0,87.0,False
95,5652,3,6400.0,86.0,False
95,5653,1,12800.0,87.0,False
95,5654,2,12800.0,87.0,False
95,5655,3,12800.0,91.0,False
95,5656,1,25600.0,92.0,False
95,5657,2,25600.0,90.0,False
95,5658,3,25600.0,89.0,False
96,5662,1,0.0,47.0,False
96,5663,2,0.0,47.0,False
96,5664,3,0.0,46.0,False
96,5665,1,1.0,47.0,False
96,5666,2,1.0,46.0,False
96,5667,3,1.0,47.0,False
96,5668,1,3.0,45.0,False
96,5669,2,3.0,46.0,False
96,5670,3,3.0,46.0,False
96,5671,1,6.0,48.0,False
96,5672,2,6.0,48.0,False
96,5673,3,6.0,45.0,False
96,5674,1,12.0,48.0,False
96,5675,2,12.0,49.0,False
96,5676,3,12.0,48.0,False
96,5677,1,25.0,50.0,False
96,5678,2,25.0,47.0,False
96,5679,3,25.0,50.0,False
96,5680,1,50.0,52.0,False
96,5681,2,50.0,51.0,False
96,5682,3,50.0,53.0,False
96,5683,1,100.0,56.0,False
96,5684,2,100.0,57.0,False
96,5685,3,100.0,56.0,False
96,5686,1,200.0,65.0,False
96,5687,2,200.0,63.0,False
96,5688,3,200.0,63.0,False
96,5689,1,400.0,67.0,False
96,5690,2,400.0,71.0,False
96,5691,3,400.0,67.0,False
96,5692,1,800.0,77.0,False
96,5693,2,800.0,75.0,False
96,5694,3,800.0,75.0,False
96,5695,1,1600.0,80.0,False
96,5696,2,1600.0,80.0,False
96,5697,3,1600.0,81.0,False
96,5698,1,3200.0,83.0,False
96,5699,2,3200.0,87.0,False
96,5700,3,3200.0,84.0,False
96,5701,1,6400.0,90.0,False
96,5702,2,6400.0,90.0,False
96,5703,3,6400.0,89.0,False
96,5704,1,12800.0,93.0,False
96,5705,2,12800.0,92.0,False
96,5706,3,12800.0,91.0,False
96,5707,1,25600.0,94.0,False
96,5708,2,25600.0,92.0,False
96,5709,3,25600.0,95.0,False
97,5713,1,0.0,44.0,False
97,5714,2,0.0,43.0,False
97,5715,3,0.0,44.0,False
97,5716,1,1.0,47.0,False
97,5717,2,1.0,46.0,False
97,5718,3,1.0,47.0,False
97,5719,1,3.0,45.0,False
97,5720,2,3.0,47.0,False
97,5721,3,3.0,45.0,False
97,5722,1,6.0,47.0,False
97,5723,2,6.0,45.0,False
97,5724,3,6.0,45.0,False
97,5725,1,12.0,45.0,False
97,5726,2,12.0,49.0,False
97,5727,3,12.0,45.0,False
97,5728,1,25.0,48.0,False
97,5729,2,25.0,48.0,False
97,5730,3,25.0,47.0,False
97,5731,1,50.0,50.0,False
97,5732,2,50.0,53.0,False
97,5733,3,50.0,53.0,False
97,5734,1,100.0,56.0,False
97,5735,2,100.0,57.0,False
97,5736,3,100.0,58.0,False
97,5737,1,200.0,63.0,False
97,5738,2,200.0,62.0,False
97,5739,3,200.0,60.0,False
97,5740,1,400.0,67.0,False
97,5741,2,400.0,68.0,False
97,5742,3,400.0,67.0,False
97,5743,1,800.0,72.0,False
97,5744,2,800.0,73.0,False
97,5745,3,800.0,72.0,False
97,5746,1,1600.0,76.0,False
97,5747,2,1600.0,76.0,False
97,5748,3,1600.0,78.0,False
97,5749,1,3200.0,79.0,False
97,5750,2,3200.0,79.0,False
97,5751,3,3200.0,80.0,False
97,5752,1,6400.0,82.0,False
97,5753,2,6400.0,83.0,False
97,5754,3,6400.0,79.0,False
97,5755,1,12800.0,84.0,False
97,5756,2,12800.0,83.0,False
97,5757,3,12800.0,83.0,False
97,5758,1,25600.0,83.0,False
97,5759,2,25600.0,83.0,False
97,5760,3,25600.0,85.0,False
106,5812,1,0.0,42.0,False
106,5813,2,0.0,44.0,False
106,5814,3,0.0,44.0,False
106,5815,1,1.0,45.0,False
106,5816,2,1.0,44.0,False
106,5817,3,1.0,43.0,False
106,5818,1,3.0,44.0,False
106,5819,2,3.0,44.0,False
106,5820,3,3.0,44.0,False
106,5821,1,6.0,46.0,False
106,5822,2,6.0,43.0,False
106,5823,3,6.0,48.0,False
106,5824,1,12.0,44.0,False
106,5825,2,12.0,47.0,False
106,5826,3,12.0,44.0,False
106,5827,1,25.0,52.0,False
106,5828,2,25.0,52.0,False
106,5829,3,25.0,53.0,False
106,5830,1,50.0,61.0,False
106,5831,2,50.0,63.0,False
106,5832,3,50.0,64.0,False
106,5833,1,100.0,77.0,False
106,5834,2,100.0,73.0,False
106,5835,3,100.0,72.0,False
106,5836,1,200.0,91.0,False
106,5837,2,200.0,97.0,False
106,5838,3,200.0,96.0,False
106,5839,1,400.0,107.0,False
106,5840,2,400.0,107.0,False
106,5841,3,400.0,109.0,False
106,5842,1,800.0,116.0,False
106,5843,2,800.0,119.0,False
106,5844,3,800.0,116.0,False
106,5845,1,1600.0,120.0,False
106,5846,2,1600.0,122.0,False
106,5847,3,1600.0,123.0,False
106,5848,1,3200.0,126.0,False
106,5849,2,3200.0,126.0,False
106,5850,3,3200.0,124.0,False
106,5851,1,6400.0,126.0,False
106,5852,2,6400.0,128.0,False
106,5853,3,6400.0,128.0,False
106,5854,1,12800.0,129.0,False
106,5855,2,12800.0,126.0,False
106,5856,3,12800.0,127.0,False
106,5857,1,25600.0,131.0,False
106,5858,2,25600.0,132.0,False
106,5859,3,25600.0,130.0,False
107,5860,1,0.0,49.0,False
107,5861,2,0.0,49.0,False
107,5862,3,0.0,45.0,False
107,5863,1,1.0,48.0,False
107,5864,2,1.0,49.0,False
107,5865,3,1.0,46.0,False
107,5866,1,3.0,45.0,False
107,5867,2,3.0,50.0,False
107,5868,3,3.0,47.0,False
107,5869,1,6.0,49.0,False
107,5870,2,6.0,48.0,False
107,5871,3,6.0,51.0,False
107,5872,1,12.0,45.0,False
107,5873,2,12.0,48.0,False
107,5874,3,12.0,48.0,False
107,5875,1,25.0,49.0,False
107,5876,2,25.0,50.0,False
107,5877,3,25.0,49.0,False
107,5878,1,50.0,49.0,False
107,5879,2,50.0,53.0,False
107,5880,3,50.0,51.0,False
107,5881,1,100.0,51.0,False
107,5882,2,100.0,54.0,False
107,5883,3,100.0,54.0,False
107,5884,1,200.0,58.0,False
107,5885,2,200.0,57.0,False
107,5886,3,200.0,53.0,False
107,5887,1,400.0,61.0,False
107,5888,2,400.0,60.0,False
107,5889,3,400.0,63.0,False
107,5890,1,800.0,64.0,False
107,5891,2,800.0,67.0,False
107,5892,3,800.0,65.0,False
107,5893,1,1600.0,72.0,False
107,5894,2,1600.0,72.0,False
107,5895,3,1600.0,73.0,False
107,5896,1,3200.0,78.0,False
107,5897,2,3200.0,77.0,False
107,5898,3,3200.0,78.0,False
107,5899,1,6400.0,84.0,False
107,5900,2,6400.0,82.0,False
107,5901,3,6400.0,83.0,False
107,5902,1,12800.0,87.0,False
107,5903,2,12800.0,87.0,False
107,5904,3,12800.0,86.0,False
107,5905,1,25600.0,92.0,False
107,5906,2,25600.0,89.0,False
107,5907,3,25600.0,90.0,False
108,5908,1,0.0,49.0,False
108,5909,2,0.0,46.0,False
108,5910,3,0.0,49.0,False
108,5911,1,1.0,48.0,False
108,5912,2,1.0,49.0,False
108,5913,3,1.0,49.0,False
108,5914,1,3.0,50.0,False
108,5915,2,3.0,49.0,False
108,5916,3,3.0,50.0,False
108,5917,1,6.0,51.0,False
108,5918,2,6.0,49.0,False
108,5919,3,6.0,48.0,False
108,5920,1,12.0,48.0,False
108,5921,2,12.0,50.0,False
108,5922,3,12.0,48.0,False
108,5923,1,25.0,53.0,False
108,5924,2,25.0,53.0,False
108,5925,3,25.0,55.0,False
108,5926,1,50.0,58.0,False
108,5927,2,50.0,57.0,False
108,5928,3,50.0,56.0,False
108,5929,1,100.0,63.0,False
108,5930,2,100.0,60.0,False
108,5931,3,100.0,64.0,False
108,5932,1,200.0,70.0,False
108,5933,2,200.0,73.0,False
108,5934,3,200.0,73.0,False
108,5935,1,400.0,81.0,False
108,5936,2,400.0,81.0,False
108,5937,3,400.0,82.0,False
108,5938,1,800.0,90.0,False
108,5939,2,800.0,89.0,False
108,5940,3,800.0,86.0,False
108,5941,1,1600.0,95.0,False
108,5942,2,1600.0,92.0,False
108,5943,3,1600.0,95.0,False
108,5944,1,3200.0,100.0,False
108,5945,2,3200.0,100.0,False
108,5946,3,3200.0,101.0,False
108,5947,1,6400.0,103.0,False
108,5948,2,6400.0,101.0,False
108,5949,3,6400.0,101.0,False
108,5950,1,12800.0,103.0,False
108,5951,2,12800.0,103.0,False
108,5952,3,12800.0,104.0,False
108,5953,1,25600.0,105.0,False
108,5954,2,25600.0,106.0,False
108,5955,3,25600.0,104.0,False
119,6516,1,0.0,44.0,False
119,6517,2,0.0,43.0,False
119,6518,3,0.0,42.0,False
119,6519,4,0.0,45.0,False
119,6520,1,1.0,47.0,False
119,6521,2,1.0,44.0,False
119,6522,3,1.0,47.0,False
119,6523,4,1.0,46.0,False
119,6524,1,3.0,44.0,False
119,6525,2,3.0,44.0,False
119,6526,3,3.0,46.0,False
119,6527,4,3.0,46.0,False
119,6528,1,6.0,44.0,False
119,6529,2,6.0,46.0,False
119,6530,3,6.0,47.0,False
119,6531,4,6.0,44.0,False
119,6532,1,12.0,46.0,False
119,6533,2,12.0,47.0,False
119,6534,3,12.0,47.0,False
119,6535,4,12.0,46.0,False
119,6536,1,25.0,49.0,False
119,6537,2,25.0,49.0,False
119,6538,3,25.0,49.0,False
119,6539,4,25.0,48.0,False
119,6540,1,50.0,52.0,False
119,6541,2,50.0,52.0,False
119,6542,3,50.0,54.0,False
119,6543,4,50.0,53.0,False
119,6544,1,100.0,57.0,False
119,6545,2,100.0,57.0,False
119,6546,3,100.0,57.0,False
119,6547,4,100.0,56.0,False
119,6548,1,200.0,64.0,False
119,6549,2,200.0,62.0,False
119,6550,3,200.0,61.0,False
119,6551,4,200.0,62.0,False
119,6552,1,400.0,68.0,False
119,6553,2,400.0,67.0,False
119,6554,3,400.0,67.0,False
119,6555,4,400.0,70.0,False
119,6556,1,800.0,77.0,False
119,6557,2,800.0,76.0,False
119,6558,3,800.0,75.0,False
119,6559,4,800.0,74.0,False
119,6560,1,1600.0,79.0,False
119,6561,2,1600.0,79.0,False
119,6562,3,1600.0,80.0,False
119,6563,4,1600.0,79.0,False
119,6564,1,3200.0,82.0,False
119,6565,2,3200.0,82.0,False
119,6566,3,3200.0,82.0,False
119,6567,4,3200.0,84.0,False
119,6568,1,6400.0,84.0,False
119,6569,2,6400.0,90.0,False
119,6570,3,6400.0,86.0,False
119,6571,4,6400.0,86.0,False
119,6572,1,12800.0,92.0,False
119,6573,2,12800.0,90.0,False
119,6574,3,12800.0,90.0,False
119,6575,4,12800.0,91.0,False
119,6576,1,25600.0,91.0,False
119,6577,2,25600.0,93.0,False
119,6578,3,25600.0,94.0,False
119,6579,4,25600.0,89.0,False
120,6580,1,0.0,42.0,False
120,6581,2,0.0,42.0,False
120,6582,3,0.0,42.0,False
120,6583,4,0.0,44.0,False
120,6584,1,1.0,43.0,False
120,6585,2,1.0,44.0,False
120,6586,3,1.0,44.0,False
120,6587,4,1.0,45.0,False
120,6588,1,3.0,44.0,False
120,6589,2,3.0,42.0,False
120,6590,3,3.0,44.0,False
120,6591,4,3.0,44.0,False
120,6592,1,6.0,41.0,False
120,6593,2,6.0,43.0,False
120,6594,3,6.0,42.0,False
120,6595,4,6.0,45.0,False
120,6596,1,12.0,46.0,False
120,6597,2,12.0,46.0,False
120,6598,3,12.0,47.0,False
120,6599,4,12.0,47.0,False
120,6600,1,25.0,48.0,False
120,6601,2,25.0,51.0,False
120,6602,3,25.0,50.0,False
120,6603,4,25.0,50.0,False
120,6604,1,50.0,57.0,False
